t,throttle,altitude_m,airspeed_mps,t_ambient_c,rpm,cht_1,cht_2,cht_3,cht_4,egt_1,egt_2,egt_3,egt_4,oil_temp_c,oil_pressure_bar,ratio_lube,fuel_flow_kg_s,alternator_v,vib_rms_g
646.0,0.15,0.0,40.0,15.0,1587.5,30.0,20.0,30.0,30.0,842.5,379.1,842.5,842.5,33.3,4.76,3321885.078,0.00021,14.2,0.649
647.0,0.15,0.0,40.0,15.0,1585.8,29.9,20.0,29.9,29.9,842.5,379.1,842.5,842.5,33.3,4.76,3318435.965,0.00021,14.2,0.649
648.0,0.15,0.0,40.0,15.0,1578.3,29.9,20.0,29.9,29.9,842.5,379.1,842.5,842.5,33.2,4.75,3302743.063,0.00021,14.2,0.649
649.0,0.15,0.0,40.0,15.0,1579.2,29.9,20.0,29.9,29.9,842.5,379.1,842.5,842.5,33.2,4.76,3304682.05,0.00021,14.2,0.649
650.0,0.15,0.0,40.0,15.0,1573.9,29.8,20.0,29.8,29.8,842.5,379.1,842.5,842.5,33.2,4.75,3293432.437,0.00021,14.2,0.649
651.0,0.15,0.0,40.0,15.0,1566.8,29.8,20.1,29.8,29.8,842.5,379.1,842.5,842.5,33.1,4.73,3278684.581,0.00021,14.2,0.649
652.0,0.15,0.0,40.0,15.0,1567.2,29.8,20.1,29.8,29.8,842.5,379.1,842.5,842.5,33.1,4.74,3279519.962,0.00021,14.2,0.649
653.0,0.15,0.0,40.0,15.0,1566.1,29.7,20.1,29.7,29.7,842.5,379.1,842.5,842.5,33.1,4.74,3277154.943,0.00021,14.2,0.649
654.0,0.15,0.0,40.0,15.0,1560.6,29.7,20.1,29.7,29.7,842.5,379.1,842.5,842.5,33.1,4.73,3265733.877,0.0002,14.2,0.649
655.0,0.15,0.0,40.0,15.0,1565.7,29.7,20.1,29.7,29.7,842.5,379.1,842.5,842.5,33.0,4.75,3276303.445,0.00021,14.2,0.649
656.0,0.15,0.0,40.0,15.0,1572.8,29.6,20.1,29.6,29.6,842.5,379.1,842.5,842.5,33.0,4.78,3291197.802,0.00021,14.2,0.649
657.0,0.15,0.0,40.0,15.0,1579.0,29.6,20.1,29.6,29.6,842.5,379.1,842.5,842.5,33.0,4.8,3304178.6,0.00021,14.2,0.649
658.0,0.15,0.0,40.0,15.0,1590.7,29.6,20.1,29.6,29.6,842.5,379.1,842.5,842.5,33.0,4.84,3328559.126,0.00021,14.2,0.649
659.0,0.15,0.0,40.0,15.0,1591.4,29.5,20.2,29.5,29.5,842.5,379.1,842.5,842.5,33.0,4.85,3330049.265,0.00021,14.2,0.649
660.0,0.15,0.0,40.0,15.0,1591.8,29.5,20.2,29.5,29.5,842.5,379.1,842.5,842.5,32.9,4.86,3330948.317,0.00021,14.2,0.649
661.0,0.15,0.0,40.0,15.0,1585.0,29.5,20.2,29.5,29.5,842.5,379.1,842.5,842.5,32.9,4.84,3316739.384,0.00021,14.2,0.649
662.0,0.15,0.0,40.0,15.0,1586.2,29.5,20.2,29.5,29.5,842.5,379.1,842.5,842.5,32.9,4.85,3319145.538,0.00021,14.2,0.649
663.0,0.15,0.0,40.0,15.0,1588.2,29.4,20.2,29.4,29.4,842.5,379.1,842.5,842.5,32.9,4.86,3323317.939,0.00021,14.2,0.649
664.0,0.15,0.0,40.0,15.0,1593.1,29.4,20.2,29.4,29.4,842.5,379.1,842.5,842.5,32.8,4.88,3333748.839,0.00021,14.2,0.649
665.0,0.15,0.0,40.0,15.0,1595.4,29.4,20.2,29.4,29.4,842.5,379.1,842.5,842.5,32.8,4.89,3338576.932,0.00021,14.2,0.649
666.0,0.15,0.0,40.0,15.0,1593.1,29.4,20.2,29.4,29.4,842.5,379.1,842.5,842.5,32.8,4.89,3333645.669,0.00021,14.2,0.649
667.0,0.15,0.0,40.0,15.0,1592.3,29.4,20.3,29.4,29.4,842.5,379.1,842.5,842.5,32.8,4.89,3331902.493,0.00021,14.2,0.649
668.0,0.15,0.0,40.0,15.0,1592.7,29.3,20.3,29.3,29.3,842.5,379.1,842.5,842.5,32.8,4.9,3332927.754,0.00021,14.2,0.649
669.0,0.15,0.0,40.0,15.0,1594.1,29.3,20.3,29.3,29.3,842.5,379.1,842.5,842.5,32.8,4.91,3335754.231,0.00021,14.2,0.649
670.0,0.15,0.0,40.0,15.0,1588.7,29.3,20.3,29.3,29.3,842.5,379.1,842.5,842.5,32.7,4.9,3324463.287,0.00021,14.2,0.649
671.0,0.15,0.0,40.0,15.0,1587.5,29.3,20.3,29.3,29.3,842.5,379.1,842.5,842.5,32.7,4.9,3321976.33,0.00021,14.2,0.649
672.0,0.15,0.0,40.0,15.0,1591.8,29.2,20.3,29.2,29.2,842.5,379.1,842.5,842.5,32.7,4.92,3331002.824,0.00021,14.2,0.649
673.0,0.15,0.0,40.0,15.0,1595.4,29.2,20.3,29.2,29.2,842.5,379.1,842.5,842.5,32.7,4.93,3338506.684,0.00021,14.2,0.649
674.0,0.15,0.0,40.0,15.0,1594.5,29.2,20.3,29.2,29.2,842.5,379.1,842.5,842.5,32.7,4.93,3336550.933,0.00021,14.2,0.649
675.0,0.15,0.0,40.0,15.0,1593.9,29.2,20.3,29.2,29.2,842.5,379.1,842.5,842.5,32.6,4.93,3335446.219,0.00021,14.2,0.649
676.0,0.15,0.0,40.0,15.0,1594.8,29.2,20.3,29.2,29.2,842.5,379.1,842.5,842.5,32.6,4.94,3337153.865,0.00021,14.2,0.649
677.0,0.15,0.0,40.0,15.0,1593.6,29.2,20.4,29.2,29.2,842.5,379.1,842.5,842.5,32.6,4.94,3334794.227,0.00021,14.2,0.649
678.0,0.15,0.0,40.0,15.0,1588.8,29.1,20.4,29.1,29.1,842.5,379.1,842.5,842.5,32.6,4.93,3324769.824,0.00021,14.2,0.649
679.0,0.15,0.0,40.0,15.0,1585.2,29.1,20.4,29.1,29.1,842.5,379.1,842.5,842.5,32.6,4.92,3317119.086,0.00021,14.2,0.649
680.0,0.15,0.0,40.0,15.0,1588.3,29.1,20.4,29.1,29.1,842.5,379.1,842.5,842.5,32.6,4.94,3323575.637,0.00021,14.2,0.649
681.0,0.15,0.0,40.0,15.0,1595.2,29.1,20.4,29.1,29.1,842.5,379.1,842.5,842.5,32.5,4.96,3338019.611,0.00021,14.2,0.649
682.0,0.15,0.0,40.0,15.0,1593.3,29.1,20.4,29.1,29.1,842.5,379.1,842.5,842.5,32.5,4.96,3334115.658,0.00021,14.2,0.649
683.0,0.15,0.0,40.0,15.0,1590.7,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.5,4.96,3328725.148,0.00021,14.2,0.649
684.0,0.15,0.0,40.0,15.0,1594.7,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.5,4.97,3337014.187,0.00021,14.2,0.649
685.0,0.15,0.0,40.0,15.0,1597.7,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.5,4.99,3343262.722,0.00021,14.2,0.649
686.0,0.15,0.0,40.0,15.0,1593.8,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.5,4.98,3335037.186,0.00021,14.2,0.649
687.0,0.15,0.0,40.0,15.0,1594.4,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.5,4.99,3336385.642,0.00021,14.2,0.649
688.0,0.15,0.0,40.0,15.0,1594.1,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.4,4.99,3335800.927,0.00021,14.2,0.649
689.0,0.15,0.0,40.0,15.0,1591.1,29.0,20.4,29.0,29.0,842.5,379.1,842.5,842.5,32.4,4.98,3329420.959,0.00021,14.2,0.649
690.0,0.15,0.0,40.0,15.0,1594.7,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.4,5.0,3336930.448,0.00021,14.2,0.649
691.0,0.15,0.0,40.0,15.0,1594.0,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.4,5.0,3335574.083,0.00021,14.2,0.649
692.0,0.15,0.0,40.0,15.0,1590.4,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.4,4.99,3327923.613,0.00021,14.2,0.649
693.0,0.15,0.0,40.0,15.0,1589.5,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.4,4.99,3326193.828,0.00021,14.2,0.649
694.0,0.15,0.0,40.0,15.0,1589.1,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.3,4.99,3325293.216,0.00021,14.2,0.649
695.0,0.15,0.0,40.0,15.0,1586.4,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.3,4.99,3319720.177,0.00021,14.2,0.649
696.0,0.15,0.0,40.0,15.0,1585.6,28.9,20.5,28.9,28.9,842.5,379.1,842.5,842.5,32.3,4.99,3318003.503,0.00021,14.2,0.649
697.0,0.15,0.0,40.0,15.0,1590.4,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.3,5.01,3328011.248,0.00021,14.2,0.649
698.0,0.15,0.0,40.0,15.0,1597.5,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.3,5.04,3342809.372,0.00021,14.2,0.649
699.0,0.15,0.0,40.0,15.0,1590.9,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.3,5.02,3329123.119,0.00021,14.2,0.649
700.0,0.15,0.0,40.0,15.0,1594.2,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.3,5.03,3335976.866,0.00021,14.2,0.649
701.0,0.15,0.0,40.0,15.0,1595.9,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.3,5.04,3339599.552,0.00021,14.2,0.649
702.0,0.15,0.0,40.0,15.0,1601.8,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.2,5.06,3351788.277,0.00021,14.2,0.649
703.0,0.15,0.0,40.0,15.0,1611.1,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.2,5.09,3371404.071,0.00021,14.2,0.649
704.0,0.15,0.0,40.0,15.0,1618.4,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.2,5.12,3386705.458,0.00021,14.2,0.649
705.0,0.15,0.0,40.0,15.0,1620.8,28.8,20.5,28.8,28.8,842.5,379.1,842.5,842.5,32.2,5.13,3391704.454,0.00021,14.2,0.649
706.0,0.15,0.0,40.0,15.0,1622.4,28.8,20.6,28.8,28.8,842.5,379.1,842.5,842.5,32.2,5.14,3394914.146,0.00021,14.2,0.649
707.0,0.15,0.0,40.0,15.0,1619.1,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.2,5.13,3388017.043,0.00021,14.2,0.649
708.0,0.15,0.0,40.0,15.0,1618.5,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.2,5.13,3386884.908,0.00021,14.2,0.649
709.0,0.15,0.0,40.0,15.0,1625.1,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.2,5.15,3400598.605,0.00021,14.2,0.649
710.0,0.15,0.0,40.0,15.0,1626.9,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.2,5.16,3404363.059,0.00021,14.2,0.649
711.0,0.15,0.0,40.0,15.0,1621.0,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.2,5.14,3392019.441,0.00021,14.2,0.649
712.0,0.15,0.0,40.0,15.0,1620.3,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.2,5.14,3390508.005,0.00021,14.2,0.649
713.0,0.15,0.0,40.0,15.0,1613.8,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.12,3377007.986,0.00021,14.2,0.649
714.0,0.15,0.0,40.0,15.0,1613.3,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.13,3375879.931,0.00021,14.2,0.649
715.0,0.15,0.0,40.0,15.0,1613.1,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.13,3375484.732,0.00021,14.2,0.649
716.0,0.15,0.0,40.0,15.0,1608.2,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.11,3365340.055,0.00021,14.2,0.649
717.0,0.15,0.0,40.0,15.0,1604.4,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.1,3357262.083,0.00021,14.2,0.649
718.0,0.15,0.0,40.0,15.0,1600.5,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.09,3349182.736,0.00021,14.2,0.649
719.0,0.15,0.0,40.0,15.0,1593.8,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.08,3335058.659,0.00021,14.2,0.649
720.0,0.15,0.0,40.0,15.0,1588.5,28.7,20.6,28.7,28.7,842.5,379.1,842.5,842.5,32.1,5.06,3324085.384,0.00021,14.2,0.649
